sentence,target
Now let me tell you you can not program the greetings for the time of day.,1
So lets say you are working at a company the receptionist will have to manually change the greetings.,0
It also has no dial-by-name directory found on PBX only systems.,1
Voicemail:If you want your phone to go into voicemail after 2 rings it can.,0
This feature is called forward no answer like on company phones if you don't pick up after 2 rings it will go right into your voicemail and your personal greeting will play.,1
If you have this feature turned off in the menu on your handset then it will ring 5 times and play the generic greeting which is ok but don't you want your own greeting?,0
You have the option of 50 minutes or 100 minutes of recording time including the Automated Attendant greetings.,0
I have never used up all the time even with all the messsages our household gets.,1
You can easily access your messages while you are away from your desk by calling in the main number and pressing */SYM then your 4 digit passcode.,0
Another Voicemail secret:,0
If you need to check the receptionist mailbox( Reffered to as The General Delivery Mailbox ) you can press 4 then after the messages are heard then press 4 again and it will get you back to your mailbox.,0
Everything is a single call operation on this system.,0
Voicemail/system cons: I don't like that the General Delivery Mailbox only has the generic greeting.,0
I like to be able to say ( Were sorry there is no receptionist available please leave a message.,1
Also there is no quick messaging by pressing ** twice and having it say enter the destination for your message.,1
This can only be done if you are logged into your mailbox.,0
Also having to press # /# to get an extension is a minor con.,0
There is no automatic transfer to the receptionist if no action is taken.,1
"At some companies it will say"" Invalid entry transferring to an attendant one moment please"".",0
Operator Counsle: The main unit with the operator rings 5 times you got that right then it plays a generic greeting.,0
Also if you are on a rotary dial phone you have to wait for the main greeting to play 3 times it is good for tone users and bad for other rotary users.,0
No Dial By Name Directory:,1
This needs to be added because it is easier for people to get into extensions.,0
For instance it could say to dial by name press 411 then the caller would be insturcted from there.,0
Handset Registration:,0
Oh my!,0
You have to buy a handset for each extension.,0
"There is no way of saving money by just having a""guest mailbox"" where it goes right to voicemail wihtout rining the extension.",1
Oh well.,0
Name Directory:,0
You can store a lot of your friends names and numbers in the phonebook directory.,0
A good feature for all of us.,0
Caller ID:,0
I don't use this feature but the manual says that it will tell how many times a caller called.,0
I can go on and on on this phone system.,0
If you want to discuss this system please email me at vipclub@msn.com.,0
"If there is any professionals out there I would like to discuss voicemail systems( Nortel, Toshiba Panasonic etc ) as this is my hobby and a possible career.",0
Our 15 year old cassette-tape answering machine died.,0
Our upstairs cordless phone was near death.,0
Time to go phone shopping.,0
I was attracted to idea of the new expandable cordless phone systems... the kind with a single base station and the ability to add several handsets.,0
The many benefits of such systems include the ability to use the handset and base stations as intercoms and the ability to transfer calls from one handset to another.,0
Those items are just the beginning of the long list of cool features of the Panasonic KX-TG5110M.,0
There are two ways you can buy this phone system.,0
The first is as a package with the base station and one handset ( Model KX-TG5100M).,0
This sells for around $ 200.,0
"You can also buy a package that contains the base station and TWO handsets ( Model KX-TG5110M), which you can usually find for around $ 265.",0
"This is a good deal, because the individual handsets sell for $ 79-89 each.",0
"If you know you need more than one handset, definitely try to find the two-handset package, and save yourself a few bucks.",0
"When I was buying, neither Circuit City nor Best Buy carried the two-handset package.",1
